model,model_id,model_group,params_b,layers,heads,total_heads,selected_heads,selected_fraction,selected_depth_mean,selected_depth_min,selected_depth_max,early_fraction,mid_fraction,late_fraction,margin_mean_all,margin_mean_selected,margin_min_selected,margin_max_selected
gemma-2-9b-it-attn,google/gemma-2-9b-it,Gemma 2,9.0,42,16,672,24,0.03571428571428571,0.46138211382113825,0.21951219512195122,0.7804878048780488,0.16666666666666666,0.7916666666666666,0.041666666666666664,0.07049587026702431,0.4285024017900327,0.18763492881092453,0.8339862168235012
gemma-2-27b-it-attn,google/gemma-2-27b-it,Gemma 2,27.0,46,32,1472,53,0.036005434782608696,0.40000000000000013,0.17777777777777778,0.6444444444444445,0.18867924528301888,0.8113207547169812,0.0,0.04063485296716265,0.4684210581943311,0.07233747986361903,0.9760683996856919
gemma-3-4b-it-attn,google/gemma-3-4b-it,Gemma 3,4.0,34,8,272,17,0.0625,0.43137254901960786,0.24242424242424243,0.9696969696969697,0.29411764705882354,0.5882352941176471,0.11764705882352941,0.11157276843754747,0.4296136268462205,0.1796080600747603,0.6168749533724536
gemma-3-12b-it-attn,google/gemma-3-12b-it,Gemma 3,12.0,48,16,768,25,0.032552083333333336,0.5072340425531915,0.23404255319148937,0.9148936170212766,0.24,0.56,0.2,0.05444425025868934,0.43191515071567255,0.14691208625483693,0.8185142614672204
gemma-3-27b-it-attn,google/gemma-3-27b-it,Gemma 3,27.0,62,32,1984,43,0.021673387096774195,0.36637438048036597,0.06557377049180328,0.5573770491803278,0.32558139534883723,0.6744186046511628,0.0,0.01786743057380025,0.3907303399869663,0.05228432373421214,0.7636724735174313
